timestamp,equity
2021-01-03 01:00:00,9990.0
2021-01-03 02:00:00,10070.69771904812
2021-01-03 03:00:00,10060.627021329072
2021-01-03 04:00:00,10160.975586362918
2021-01-03 05:00:00,10190.894476992573
2021-01-03 06:00:00,10228.575528883855
2021-01-03 07:00:00,10295.915866669815
2021-01-03 08:00:00,10295.915866669815
2021-01-03 09:00:00,10285.619950803146
2021-01-03 10:00:00,10347.373910392957
2021-01-03 11:00:00,10418.6251709469
2021-01-03 12:00:00,10460.77885167903
2021-01-03 13:00:00,10536.030533090101
2021-01-03 14:00:00,10536.030533090101
2021-01-03 15:00:00,10536.030533090101
2021-01-03 16:00:00,10525.49450255701
2021-01-03 17:00:00,10531.11681650343
2021-01-03 18:00:00,10520.585699686928
2021-01-03 19:00:00,10533.343075954761
2021-01-03 20:00:00,10533.343075954761
2021-01-03 21:00:00,10522.809732878806
2021-01-03 22:00:00,10542.111922402994
2021-01-03 23:00:00,10582.219655609873
2021-01-04 00:00:00,10613.923123321463
2021-01-04 01:00:00,10603.309200198142
2021-01-04 02:00:00,10609.043997483162
2021-01-04 03:00:00,10609.043997483162
2021-01-04 04:00:00,10609.043997483162
2021-01-04 05:00:00,10609.043997483162
2021-01-04 06:00:00,10609.043997483162
2021-01-04 07:00:00,10598.43495348568
2021-01-04 08:00:00,10642.54415286223
2021-01-04 09:00:00,10655.678600156918
2021-01-04 10:00:00,10655.678600156918
2021-01-04 11:00:00,10655.678600156918
2021-01-04 12:00:00,10655.678600156918
2021-01-04 13:00:00,10645.022921556762
2021-01-04 14:00:00,10710.617413140815
2021-01-04 15:00:00,10710.617413140815
2021-01-04 16:00:00,10699.906795727675
2021-01-04 17:00:00,10763.758038031165
2021-01-04 18:00:00,10865.415178659847
2021-01-04 19:00:00,10964.632609386446
2021-01-04 20:00:00,10998.919178152095
2021-01-04 21:00:00,11045.239087726131
2021-01-04 22:00:00,11141.843915722939
2021-01-04 23:00:00,11155.337240409734
2021-01-05 00:00:00,11198.376028320181
2021-01-05 01:00:00,11243.58030658178
2021-01-05 02:00:00,11243.58030658178
2021-01-05 03:00:00,11232.336726275198
2021-01-05 04:00:00,11263.099105947098
2021-01-05 05:00:00,11263.099105947098
2021-01-05 06:00:00,11263.099105947098
2021-01-05 07:00:00,11263.099105947098
2021-01-05 08:00:00,11263.099105947098
2021-01-05 09:00:00,11251.836006841151
2021-01-05 10:00:00,11318.633776343258
2021-01-05 11:00:00,11318.633776343258
2021-01-05 12:00:00,11307.315142566915
2021-01-05 13:00:00,11327.149600443177
2021-01-05 14:00:00,11420.079285056572
2021-01-05 15:00:00,11517.55256847751
2021-01-05 16:00:00,11506.035015909032
2021-01-05 17:00:00,11504.668455152723
2021-01-05 18:00:00,11504.668455152723
2021-01-05 19:00:00,11493.16378669757
2021-01-05 20:00:00,11604.623681327794
2021-01-05 21:00:00,11695.923951043595
2021-01-05 22:00:00,11684.228027092551
2021-01-05 23:00:00,11734.968639292616
2021-01-06 00:00:00,11734.968639292616
2021-01-06 01:00:00,11723.233670653324
2021-01-06 02:00:00,11790.653648764339
2021-01-06 03:00:00,11802.218465175634
2021-01-06 04:00:00,11798.963168320437
2021-01-06 05:00:00,11798.963168320437
2021-01-06 06:00:00,11787.164205152116
2021-01-06 07:00:00,11875.42130977352
2021-01-06 08:00:00,11931.075231009741
2021-01-06 09:00:00,12006.962022721564
2021-01-06 10:00:00,12021.463425876675
2021-01-06 11:00:00,12040.482353259738
2021-01-06 12:00:00,12028.44187090648
2021-01-06 13:00:00,12091.99081485477
2021-01-06 14:00:00,12093.861866832218
2021-01-06 15:00:00,12189.9844015366
2021-01-06 16:00:00,12189.9844015366
2021-01-06 17:00:00,12177.794417135063
2021-01-06 18:00:00,12188.873566952949
